,timestamp,5472,time_diff
649259,2021-04-24 04:13:45,0.3,0 days 00:05:06
649311,2021-04-24 04:18:45,0.7,0 days 00:05:00
649352,2021-04-24 04:23:47,1.6,0 days 00:05:02
649406,2021-04-24 04:28:49,1.4,0 days 00:05:02
649454,2021-04-24 04:33:50,3,0 days 00:05:01
649493,2021-04-24 04:38:59,0.4,0 days 00:05:09
649540,2021-04-24 04:44:12,1.6,0 days 00:05:13
649587,2021-04-24 04:49:16,0,0 days 00:05:04
649622,2021-04-24 04:54:29,1.5,0 days 00:05:13
649661,2021-04-24 04:59:30,0,0 days 00:05:01
649689,2021-04-24 05:04:37,1.3,0 days 00:05:07
649719,2021-04-24 05:10:06,0,0 days 00:05:29
649738,2021-04-24 05:15:09,0.3,0 days 00:05:03
649756,2021-04-24 05:20:17,1.3,0 days 00:05:08
649776,2021-04-24 05:25:21,0,0 days 00:05:04
649800,2021-04-24 05:31:11,1.6,0 days 00:05:50
649827,2021-04-24 05:38:24,1.6,0 days 00:07:13
649851,2021-04-24 05:43:43,1.5,0 days 00:05:19
649863,2021-04-24 05:48:53,1.6,0 days 00:05:10
649877,2021-04-24 05:54:18,1.1,0 days 00:05:25
649886,2021-04-24 05:59:19,0,0 days 00:05:01
649898,2021-04-24 06:04:29,0,0 days 00:05:10
649907,2021-04-24 06:09:32,0,0 days 00:05:03
649925,2021-04-24 06:15:13,1.1,0 days 00:05:41
649936,2021-04-24 06:20:49,1.5,0 days 00:05:36
649946,2021-04-24 06:25:53,0,0 days 00:05:04
649953,2021-04-24 06:31:27,1.2,0 days 00:05:34
649962,2021-04-24 06:39:15,1.3,0 days 00:07:48
649968,2021-04-24 06:44:18,1.4,0 days 00:05:03
649974,2021-04-24 06:56:25,1.5,0 days 00:12:07
649980,2021-04-24 07:03:50,1.1,0 days 00:07:25
649984,2021-04-24 07:09:19,1.1,0 days 00:05:29
649988,2021-04-24 07:14:41,0,0 days 00:05:22
649996,2021-04-24 07:19:42,2.2,0 days 00:05:01
650010,2021-04-24 07:26:16,1.9,0 days 00:06:34
650025,2021-04-24 07:31:22,1.1,0 days 00:05:06
650056,2021-04-24 07:36:28,0,0 days 00:05:06
650073,2021-04-24 07:41:44,1.3,0 days 00:05:16
650097,2021-04-24 07:46:52,2.5,0 days 00:05:08
650116,2021-04-24 07:51:58,0.1,0 days 00:05:06
650144,2021-04-24 07:57:01,1.6,0 days 00:05:03
650176,2021-04-24 08:02:03,2.2,0 days 00:05:02
650221,2021-04-24 08:07:07,2.9,0 days 00:05:04
650273,2021-04-24 08:12:23,2.6,0 days 00:05:16
650322,2021-04-24 08:17:28,1.6,0 days 00:05:05
650364,2021-04-24 08:22:33,1.5,0 days 00:05:05
650407,2021-04-24 08:27:34,1.3,0 days 00:05:01
650438,2021-04-24 08:32:44,1.4,0 days 00:05:10
650472,2021-04-24 08:37:45,0,0 days 00:05:01
650501,2021-04-24 08:42:49,0,0 days 00:05:04
650525,2021-04-24 08:48:08,1.3,0 days 00:05:19
650550,2021-04-24 08:54:28,0.2,0 days 00:06:20
650556,2021-04-24 09:15:04,1.7,0 days 00:20:36
650558,2021-04-24 09:30:30,2.2,0 days 00:15:26
650561,2021-04-24 09:45:30,2.1,0 days 00:15:00
650564,2021-04-24 09:51:32,1.7,0 days 00:06:02
650568,2021-04-24 09:56:47,2.1,0 days 00:05:15
650571,2021-04-24 10:10:20,1.7,0 days 00:13:33
650577,2021-04-24 10:16:22,1.9,0 days 00:06:02
650585,2021-04-24 10:27:08,0.6,0 days 00:10:46
650594,2021-04-24 10:33:44,2.4,0 days 00:06:36
650603,2021-04-24 10:40:43,2,0 days 00:06:59
650611,2021-04-24 10:46:02,1.7,0 days 00:05:19
650619,2021-04-24 10:51:22,0,0 days 00:05:20
650626,2021-04-24 10:56:33,1.9,0 days 00:05:11
650629,2021-04-24 11:01:34,0,0 days 00:05:01
650640,2021-04-24 11:08:20,2.2,0 days 00:06:46
650655,2021-04-24 11:15:10,1.8,0 days 00:06:50
650671,2021-04-24 11:22:44,1.9,0 days 00:07:34
650678,2021-04-24 11:28:22,2.4,0 days 00:05:38
650686,2021-04-24 11:33:28,1.8,0 days 00:05:06
650691,2021-04-24 11:41:06,2.2,0 days 00:07:38
650702,2021-04-24 11:46:22,1.7,0 days 00:05:16
650709,2021-04-24 11:53:36,2.2,0 days 00:07:14
650727,2021-04-24 11:58:37,0.4,0 days 00:05:01
650741,2021-04-24 12:06:37,2.3,0 days 00:08:00
650750,2021-04-24 12:11:48,0,0 days 00:05:11
650761,2021-04-24 12:16:58,0,0 days 00:05:10
650769,2021-04-24 12:22:16,2.9,0 days 00:05:18
650782,2021-04-24 12:27:47,2.5,0 days 00:05:31
650794,2021-04-24 12:33:05,0,0 days 00:05:18
650807,2021-04-24 12:38:09,1.9,0 days 00:05:04
650823,2021-04-24 12:43:25,0,0 days 00:05:16
650834,2021-04-24 12:48:25,0.5,0 days 00:05:00
650842,2021-04-24 12:57:37,2.6,0 days 00:09:12
650862,2021-04-24 13:02:38,1.8,0 days 00:05:01
650869,2021-04-24 13:09:18,2,0 days 00:06:40
650879,2021-04-24 13:14:37,1.8,0 days 00:05:19
650899,2021-04-24 13:20:28,2.4,0 days 00:05:51
650913,2021-04-24 13:26:09,2.5,0 days 00:05:41
650922,2021-04-24 13:31:29,2,0 days 00:05:20
650930,2021-04-24 13:36:46,2.2,0 days 00:05:17
650944,2021-04-24 13:42:39,2.5,0 days 00:05:53
650958,2021-04-24 13:49:05,2.3,0 days 00:06:26
650972,2021-04-24 13:54:33,2.5,0 days 00:05:28
650997,2021-04-24 13:59:34,0,0 days 00:05:01
651014,2021-04-24 14:04:35,0,0 days 00:05:01
651022,2021-04-24 14:11:40,1.9,0 days 00:07:05
651030,2021-04-24 14:17:42,2.4,0 days 00:06:02
651045,2021-04-24 14:22:44,2.4,0 days 00:05:02
651060,2021-04-24 14:29:43,2,0 days 00:06:59
651076,2021-04-24 14:35:45,2,0 days 00:06:02
651094,2021-04-24 14:40:55,1.8,0 days 00:05:10
651105,2021-04-24 14:45:59,0,0 days 00:05:04
651119,2021-04-24 14:51:50,1.9,0 days 00:05:51
651125,2021-04-24 14:58:40,2.4,0 days 00:06:50
651140,2021-04-24 15:03:44,0,0 days 00:05:04
651154,2021-04-24 15:09:00,2,0 days 00:05:16
651162,2021-04-24 15:14:26,2.4,0 days 00:05:26
651175,2021-04-24 15:20:24,2.4,0 days 00:05:58
651189,2021-04-24 15:26:16,2,0 days 00:05:52
651210,2021-04-24 15:31:19,1,0 days 00:05:03
651231,2021-04-24 15:36:39,0,0 days 00:05:20
651243,2021-04-24 15:42:20,1.5,0 days 00:05:41
651258,2021-04-24 15:47:24,2,0 days 00:05:04
651272,2021-04-24 15:53:52,2.5,0 days 00:06:28
651292,2021-04-24 15:59:09,0.9,0 days 00:05:17
651315,2021-04-24 16:05:14,2.5,0 days 00:06:05
651340,2021-04-24 16:10:18,2.5,0 days 00:05:04
651371,2021-04-24 16:15:34,2.3,0 days 00:05:16
651392,2021-04-24 16:20:42,1.5,0 days 00:05:08
651416,2021-04-24 16:26:09,0,0 days 00:05:27
651438,2021-04-24 16:31:19,0,0 days 00:05:10
651477,2021-04-24 16:36:31,1.1,0 days 00:05:12
651522,2021-04-24 16:41:34,1.7,0 days 00:05:03
651571,2021-04-24 16:46:37,2.2,0 days 00:05:03
651622,2021-04-24 16:51:47,5.8,0 days 00:05:10
651663,2021-04-24 16:57:02,2.5,0 days 00:05:15
651713,2021-04-24 17:02:05,3,0 days 00:05:03
651764,2021-04-24 17:07:05,4.1,0 days 00:05:00
651823,2021-04-24 17:12:13,2.5,0 days 00:05:08
651882,2021-04-24 17:17:13,0.7,0 days 00:05:00
651937,2021-04-24 17:22:31,3.2,0 days 00:05:18
652004,2021-04-24 17:27:33,2.1,0 days 00:05:02
652070,2021-04-24 17:32:39,1.8,0 days 00:05:06
652123,2021-04-24 17:37:54,1.2,0 days 00:05:15
652177,2021-04-24 17:42:55,2.6,0 days 00:05:01
652233,2021-04-24 17:48:02,3.8,0 days 00:05:07
652290,2021-04-24 17:53:03,3.3,0 days 00:05:01
652336,2021-04-24 17:58:05,2,0 days 00:05:02
652405,2021-04-24 18:03:05,4.9,0 days 00:05:00
652467,2021-04-24 18:08:05,2.5,0 days 00:05:00
652516,2021-04-24 18:13:09,0,0 days 00:05:04
652573,2021-04-24 18:18:21,2.4,0 days 00:05:12
652636,2021-04-24 18:23:21,5.9,0 days 00:05:00
652702,2021-04-24 18:28:39,2.5,0 days 00:05:18
652777,2021-04-24 18:33:43,3.3,0 days 00:05:04
652841,2021-04-24 18:38:51,2,0 days 00:05:08
652910,2021-04-24 18:43:53,1.3,0 days 00:05:02
652970,2021-04-24 18:48:55,1.4,0 days 00:05:02
653034,2021-04-24 18:53:55,4.5,0 days 00:05:00
653093,2021-04-24 18:58:57,3.4,0 days 00:05:02
653156,2021-04-24 19:04:08,1.4,0 days 00:05:11
653213,2021-04-24 19:09:16,1.7,0 days 00:05:08
653276,2021-04-24 19:14:32,2.8,0 days 00:05:16
653334,2021-04-24 19:19:33,4.5,0 days 00:05:01
653390,2021-04-24 19:24:37,0.6,0 days 00:05:04
653443,2021-04-24 19:29:41,5,0 days 00:05:04
653509,2021-04-24 19:34:50,3.3,0 days 00:05:09
653569,2021-04-24 19:39:53,2.3,0 days 00:05:03
653617,2021-04-24 19:44:55,1.2,0 days 00:05:02
653650,2021-04-24 19:50:19,2.4,0 days 00:05:24
653696,2021-04-24 19:55:29,3,0 days 00:05:10
653744,2021-04-24 20:00:44,2.5,0 days 00:05:15
653781,2021-04-24 20:05:47,0,0 days 00:05:03
653801,2021-04-24 20:11:00,3,0 days 00:05:13
653835,2021-04-24 20:16:01,1.5,0 days 00:05:01
653855,2021-04-24 20:21:06,2.1,0 days 00:05:05
653885,2021-04-24 20:26:52,2.3,0 days 00:05:46
653905,2021-04-24 20:31:53,0,0 days 00:05:01
653932,2021-04-24 20:38:21,1.3,0 days 00:06:28
653957,2021-04-24 20:43:47,2.3,0 days 00:05:26
653979,2021-04-24 20:49:11,0,0 days 00:05:24
654003,2021-04-24 20:54:15,0.6,0 days 00:05:04
654019,2021-04-24 21:00:07,2.8,0 days 00:05:52
654039,2021-04-24 21:05:31,3,0 days 00:05:24
654071,2021-04-24 21:11:05,1.4,0 days 00:05:34
654094,2021-04-24 21:16:05,0.6,0 days 00:05:00
654118,2021-04-24 21:21:17,0,0 days 00:05:12
654131,2021-04-24 21:30:01,1.4,0 days 00:08:44
654156,2021-04-24 21:35:15,1.3,0 days 00:05:14
654182,2021-04-24 21:40:33,2.9,0 days 00:05:18
654205,2021-04-24 21:47:00,2.4,0 days 00:06:27
654221,2021-04-24 21:52:05,2.2,0 days 00:05:05
654247,2021-04-24 21:57:05,0,0 days 00:05:00
654284,2021-04-24 22:02:08,1.2,0 days 00:05:03
654304,2021-04-24 22:07:09,1.7,0 days 00:05:01
654324,2021-04-24 22:12:34,2.4,0 days 00:05:25
654351,2021-04-24 22:18:13,2.1,0 days 00:05:39
654381,2021-04-24 22:23:17,1.9,0 days 00:05:04
654398,2021-04-24 22:28:43,2.4,0 days 00:05:26
654411,2021-04-24 22:33:52,2.3,0 days 00:05:09
654434,2021-04-24 22:39:07,2.4,0 days 00:05:15
654457,2021-04-24 22:44:15,0,0 days 00:05:08
654471,2021-04-24 22:49:37,2.9,0 days 00:05:22
654486,2021-04-24 22:55:07,2.2,0 days 00:05:30
654510,2021-04-24 23:00:51,1.5,0 days 00:05:44
654531,2021-04-24 23:05:52,1.7,0 days 00:05:01
654552,2021-04-24 23:11:11,1.5,0 days 00:05:19
654574,2021-04-24 23:16:15,3.1,0 days 00:05:04
654606,2021-04-24 23:21:36,1.5,0 days 00:05:21
654625,2021-04-24 23:26:41,1.2,0 days 00:05:05
654652,2021-04-24 23:31:53,2.5,0 days 00:05:12
654673,2021-04-24 23:36:59,3,0 days 00:05:06
654707,2021-04-24 23:42:36,2.4,0 days 00:05:37
654739,2021-04-24 23:47:53,1.6,0 days 00:05:17
654758,2021-04-24 23:53:20,1.5,0 days 00:05:27
654786,2021-04-24 23:58:23,1.2,0 days 00:05:03
654810,2021-04-25 00:04:05,2.3,0 days 00:05:42
654834,2021-04-25 00:09:33,2.2,0 days 00:05:28
654869,2021-04-25 00:14:36,4.2,0 days 00:05:03
654908,2021-04-25 00:19:40,1.2,0 days 00:05:04
654938,2021-04-25 00:25:36,3,0 days 00:05:56
654978,2021-04-25 00:30:37,0,0 days 00:05:01
655009,2021-04-25 00:35:37,0,0 days 00:05:00
655035,2021-04-25 00:41:35,3.2,0 days 00:05:58
655058,2021-04-25 00:47:03,2.4,0 days 00:05:28
655081,2021-04-25 00:52:09,3,0 days 00:05:06
655107,2021-04-25 00:57:09,0,0 days 00:05:00
655128,2021-04-25 01:02:19,2.4,0 days 00:05:10
655152,2021-04-25 01:08:31,2.4,0 days 00:06:12
655188,2021-04-25 01:13:47,1.4,0 days 00:05:16
655236,2021-04-25 01:18:48,0,0 days 00:05:01
655280,2021-04-25 01:23:52,1.1,0 days 00:05:04
655328,2021-04-25 01:28:59,3,0 days 00:05:07
655365,2021-04-25 01:34:00,0.6,0 days 00:05:01
655406,2021-04-25 01:39:08,3,0 days 00:05:08
655453,2021-04-25 01:44:22,2.4,0 days 00:05:14
655504,2021-04-25 01:49:27,3,0 days 00:05:05
655547,2021-04-25 01:54:27,4.8,0 days 00:05:00
655590,2021-04-25 02:00:06,2.7,0 days 00:05:39
655639,2021-04-25 02:05:16,2.6,0 days 00:05:10
655684,2021-04-25 02:10:21,1.4,0 days 00:05:05
655719,2021-04-25 02:15:41,1.4,0 days 00:05:20
655768,2021-04-25 02:20:46,1.3,0 days 00:05:05
655811,2021-04-25 02:25:58,0,0 days 00:05:12
655861,2021-04-25 02:31:00,2,0 days 00:05:02
655916,2021-04-25 02:36:00,4.4,0 days 00:05:00
655970,2021-04-25 02:41:06,1.8,0 days 00:05:06
656020,2021-04-25 02:46:09,1.2,0 days 00:05:03
656066,2021-04-25 02:51:26,1.2,0 days 00:05:17
656130,2021-04-25 02:56:26,2.1,0 days 00:05:00
656165,2021-04-25 03:01:40,2.9,0 days 00:05:14
656216,2021-04-25 03:06:47,1.9,0 days 00:05:07
656258,2021-04-25 03:11:48,0,0 days 00:05:01
656311,2021-04-25 03:16:48,0,0 days 00:05:00
656367,2021-04-25 03:21:53,2.2,0 days 00:05:05
656419,2021-04-25 03:27:02,1.2,0 days 00:05:09
656488,2021-04-25 03:32:02,0,0 days 00:05:00
656563,2021-04-25 03:37:06,2.3,0 days 00:05:04
656617,2021-04-25 03:42:14,1.9,0 days 00:05:08
656683,2021-04-25 03:47:16,2.3,0 days 00:05:02
656749,2021-04-25 03:52:20,1.9,0 days 00:05:04
656809,2021-04-25 03:57:21,4.7,0 days 00:05:01
656866,2021-04-25 04:02:24,2.3,0 days 00:05:03
656932,2021-04-25 04:07:24,3.3,0 days 00:05:00
656983,2021-04-25 04:12:32,1.5,0 days 00:05:08
657049,2021-04-25 04:17:36,5.2,0 days 00:05:04
657105,2021-04-25 04:22:40,1.2,0 days 00:05:04
657160,2021-04-25 04:27:40,2.9,0 days 00:05:00
657220,2021-04-25 04:32:51,1.4,0 days 00:05:11
657266,2021-04-25 04:38:11,4.4,0 days 00:05:20
657308,2021-04-25 04:43:14,4.4,0 days 00:05:03
657349,2021-04-25 04:48:19,2.7,0 days 00:05:05
657398,2021-04-25 04:53:28,2.4,0 days 00:05:09
657429,2021-04-25 04:58:43,1.8,0 days 00:05:15
657459,2021-04-25 05:03:46,5.2,0 days 00:05:03
657500,2021-04-25 05:08:47,3.9,0 days 00:05:01
657541,2021-04-25 05:13:48,4,0 days 00:05:01
657576,2021-04-25 05:18:53,1.9,0 days 00:05:05
657626,2021-04-25 05:23:57,3.6,0 days 00:05:04
657670,2021-04-25 05:29:25,1.1,0 days 00:05:28
657716,2021-04-25 05:34:25,2.9,0 days 00:05:00
657744,2021-04-25 05:39:26,4,0 days 00:05:01
657791,2021-04-25 05:44:48,2.7,0 days 00:05:22
657827,2021-04-25 05:49:57,2.7,0 days 00:05:09
657874,2021-04-25 05:55:00,5,0 days 00:05:03
657920,2021-04-25 06:00:02,3.8,0 days 00:05:02
657953,2021-04-25 06:05:04,5.4,0 days 00:05:02
657998,2021-04-25 06:10:04,0,0 days 00:05:00
658040,2021-04-25 06:15:09,1.8,0 days 00:05:05
658094,2021-04-25 06:20:24,3.2,0 days 00:05:15
658147,2021-04-25 06:25:25,2.6,0 days 00:05:01
658190,2021-04-25 06:30:26,2.7,0 days 00:05:01
658243,2021-04-25 06:35:33,0.1,0 days 00:05:07
658292,2021-04-25 06:40:59,3.6,0 days 00:05:26
658340,2021-04-25 06:46:24,2.7,0 days 00:05:25
658391,2021-04-25 06:51:24,2.1,0 days 00:05:00
658441,2021-04-25 06:56:27,1.1,0 days 00:05:03
658489,2021-04-25 07:01:33,1.5,0 days 00:05:06
658547,2021-04-25 07:06:33,1.1,0 days 00:05:00
658600,2021-04-25 07:11:38,1.1,0 days 00:05:05
658648,2021-04-25 07:16:40,4.2,0 days 00:05:02
658708,2021-04-25 07:21:43,2.1,0 days 00:05:03
658751,2021-04-25 07:26:49,2.5,0 days 00:05:06
658798,2021-04-25 07:31:55,4.6,0 days 00:05:06
658858,2021-04-25 07:36:59,0,0 days 00:05:04
658911,2021-04-25 07:42:11,0,0 days 00:05:12
658957,2021-04-25 07:47:11,4.1,0 days 00:05:00
659004,2021-04-25 07:52:11,4.4,0 days 00:05:00
659044,2021-04-25 07:57:27,2.5,0 days 00:05:16
659086,2021-04-25 08:02:31,1,0 days 00:05:04
659114,2021-04-25 08:07:33,2.6,0 days 00:05:02
659143,2021-04-25 08:13:15,2.5,0 days 00:05:42
659179,2021-04-25 08:18:15,2.5,0 days 00:05:00
659215,2021-04-25 08:23:18,1.9,0 days 00:05:03
659250,2021-04-25 08:28:37,2,0 days 00:05:19
659288,2021-04-25 08:33:48,2.9,0 days 00:05:11
659311,2021-04-25 08:39:01,2.4,0 days 00:05:13
659348,2021-04-25 08:44:03,0,0 days 00:05:02
659385,2021-04-25 08:49:31,1.3,0 days 00:05:28
659412,2021-04-25 08:54:33,1,0 days 00:05:02
659434,2021-04-25 08:59:35,2,0 days 00:05:02
659451,2021-04-25 09:04:44,1.6,0 days 00:05:09
659472,2021-04-25 09:10:09,2.5,0 days 00:05:25
659489,2021-04-25 09:15:19,2.4,0 days 00:05:10
659516,2021-04-25 09:22:03,1.7,0 days 00:06:44
659535,2021-04-25 09:27:13,2.3,0 days 00:05:10
659555,2021-04-25 09:32:57,2,0 days 00:05:44
659574,2021-04-25 09:38:07,1.8,0 days 00:05:10
659590,2021-04-25 09:44:25,1.7,0 days 00:06:18
659613,2021-04-25 09:49:25,0,0 days 00:05:00
659634,2021-04-25 09:54:41,0.7,0 days 00:05:16
659645,2021-04-25 10:02:59,2,0 days 00:08:18
659659,2021-04-25 10:08:23,0,0 days 00:05:24
659669,2021-04-25 10:14:27,0.3,0 days 00:06:04
659681,2021-04-25 10:19:29,0,0 days 00:05:02
659687,2021-04-25 10:26:47,2.4,0 days 00:07:18
659690,2021-04-25 10:33:13,2.2,0 days 00:06:26
659695,2021-04-25 10:41:25,2.5,0 days 00:08:12
659698,2021-04-25 10:52:31,2.5,0 days 00:11:06
659704,2021-04-25 10:58:39,0.9,0 days 00:06:08
659713,2021-04-25 11:03:42,2.4,0 days 00:05:03
659721,2021-04-25 11:08:56,2.4,0 days 00:05:14
659736,2021-04-25 11:14:57,2.4,0 days 00:06:01
659753,2021-04-25 11:20:01,0.9,0 days 00:05:04
659775,2021-04-25 11:25:21,2.3,0 days 00:05:20
659781,2021-04-25 11:31:29,2.3,0 days 00:06:08
659802,2021-04-25 11:36:37,0,0 days 00:05:08
659821,2021-04-25 11:43:25,1.6,0 days 00:06:48
659835,2021-04-25 11:49:31,1.7,0 days 00:06:06
659849,2021-04-25 11:54:49,0,0 days 00:05:18
659856,2021-04-25 11:59:53,0.7,0 days 00:05:04
659865,2021-04-25 12:06:19,1.7,0 days 00:06:26
659872,2021-04-25 12:12:25,2.1,0 days 00:06:06
659876,2021-04-25 12:22:13,1.6,0 days 00:09:48
659879,2021-04-25 12:38:40,2.1,0 days 00:16:27
659881,2021-04-25 12:44:20,2,0 days 00:05:40
659884,2021-04-25 12:52:41,2.1,0 days 00:08:21
659890,2021-04-25 14:04:53,2,0 days 01:12:12
659896,2021-04-25 14:10:50,1.6,0 days 00:05:57
659898,2021-04-25 14:25:34,1.7,0 days 00:14:44
659903,2021-04-25 15:06:45,1.6,0 days 00:41:11
659907,2021-04-25 15:14:43,2.1,0 days 00:07:58
659910,2021-04-25 15:20:24,2.2,0 days 00:05:41
659933,2021-04-25 15:25:35,0,0 days 00:05:11
659982,2021-04-25 15:30:40,2,0 days 00:05:05
660031,2021-04-25 15:35:40,2.2,0 days 00:05:00
660096,2021-04-25 15:40:40,0,0 days 00:05:00
660169,2021-04-25 15:45:41,1.5,0 days 00:05:01
660232,2021-04-25 15:50:46,3.9,0 days 00:05:05
660294,2021-04-25 15:55:47,3.8,0 days 00:05:01
660372,2021-04-25 16:00:47,2.2,0 days 00:05:00
660444,2021-04-25 16:05:49,0,0 days 00:05:02
660512,2021-04-25 16:10:53,2.2,0 days 00:05:04
660578,2021-04-25 16:15:55,2.1,0 days 00:05:02
660651,2021-04-25 16:20:55,0,0 days 00:05:00
660720,2021-04-25 16:26:00,5,0 days 00:05:05
660780,2021-04-25 16:31:15,1.5,0 days 00:05:15
660851,2021-04-25 16:36:15,0.7,0 days 00:05:00
660909,2021-04-25 16:41:20,3.4,0 days 00:05:05
660978,2021-04-25 16:46:32,0.7,0 days 00:05:12
661041,2021-04-25 16:51:40,0,0 days 00:05:08
661091,2021-04-25 16:56:44,2.7,0 days 00:05:04
661139,2021-04-25 17:01:46,2.1,0 days 00:05:02
661196,2021-04-25 17:06:46,0,0 days 00:05:00
661249,2021-04-25 17:11:48,1.3,0 days 00:05:02
661293,2021-04-25 17:16:58,2.6,0 days 00:05:10
661335,2021-04-25 17:22:02,1.3,0 days 00:05:04
661366,2021-04-25 17:27:02,0.7,0 days 00:05:00
661418,2021-04-25 17:32:03,3.7,0 days 00:05:01
661465,2021-04-25 17:37:09,0,0 days 00:05:06
661512,2021-04-25 17:42:10,1.6,0 days 00:05:01
661567,2021-04-25 17:47:20,1.6,0 days 00:05:10
661614,2021-04-25 17:52:39,2.7,0 days 00:05:19
661669,2021-04-25 17:58:04,2.5,0 days 00:05:25
661703,2021-04-25 18:03:04,3.1,0 days 00:05:00
661740,2021-04-25 18:08:10,2.5,0 days 00:05:06
661776,2021-04-25 18:13:10,0,0 days 00:05:00
661805,2021-04-25 18:18:10,0,0 days 00:05:00
661832,2021-04-25 18:23:22,0,0 days 00:05:12
661871,2021-04-25 18:28:30,1.4,0 days 00:05:08
661906,2021-04-25 18:33:40,1.5,0 days 00:05:10
661931,2021-04-25 18:38:48,0,0 days 00:05:08
661965,2021-04-25 18:44:06,0,0 days 00:05:18
661979,2021-04-25 18:49:10,0.6,0 days 00:05:04
662007,2021-04-25 18:54:46,0.3,0 days 00:05:36
662046,2021-04-25 19:00:02,2.7,0 days 00:05:16
662069,2021-04-25 19:05:06,2.9,0 days 00:05:04
662080,2021-04-25 19:10:46,2.9,0 days 00:05:40
662108,2021-04-25 19:15:52,1.5,0 days 00:05:06
662132,2021-04-25 19:20:56,3.1,0 days 00:05:04
662167,2021-04-25 19:25:56,3.2,0 days 00:05:00
662223,2021-04-25 19:30:58,2.8,0 days 00:05:02
662272,2021-04-25 19:36:06,2,0 days 00:05:08
662323,2021-04-25 19:41:15,2.2,0 days 00:05:09
662391,2021-04-25 19:46:16,2.1,0 days 00:05:01
662442,2021-04-25 19:51:24,1.4,0 days 00:05:08
662501,2021-04-25 19:56:24,1.4,0 days 00:05:00
662546,2021-04-25 20:01:36,2.8,0 days 00:05:12
662579,2021-04-25 20:06:38,1.4,0 days 00:05:02
662639,2021-04-25 20:11:46,2,0 days 00:05:08
662704,2021-04-25 20:16:48,3.3,0 days 00:05:02
662781,2021-04-25 20:21:54,3.4,0 days 00:05:06
662835,2021-04-25 20:27:09,6.4,0 days 00:05:15
662880,2021-04-25 20:32:40,6.8,0 days 00:05:31
662896,2021-04-25 20:37:40,10.6,0 days 00:05:00
662905,2021-04-25 20:43:10,11.2,0 days 00:05:30
662915,2021-04-25 20:48:10,11.1,0 days 00:05:00
662924,2021-04-25 20:53:10,11.3,0 days 00:05:00
662931,2021-04-25 20:58:10,11.2,0 days 00:05:00
662941,2021-04-25 21:03:10,11,0 days 00:05:00
662949,2021-04-25 21:08:10,10.8,0 days 00:05:00
662954,2021-04-25 21:13:39,10.6,0 days 00:05:29
662962,2021-04-25 21:19:46,10.5,0 days 00:06:07
662970,2021-04-25 21:24:46,10.6,0 days 00:05:00
662978,2021-04-25 21:29:50,9.2,0 days 00:05:04
662990,2021-04-25 21:35:14,10.1,0 days 00:05:24
663013,2021-04-25 21:40:31,9,0 days 00:05:17
663020,2021-04-25 21:45:42,10.6,0 days 00:05:11
663027,2021-04-25 21:51:13,10.6,0 days 00:05:31
663038,2021-04-25 21:56:43,11.5,0 days 00:05:30
663045,2021-04-25 22:01:43,13.5,0 days 00:05:00
663053,2021-04-25 22:07:13,15.2,0 days 00:05:30
663063,2021-04-25 22:12:13,16.8,0 days 00:05:00
663074,2021-04-25 22:17:43,18,0 days 00:05:30
663083,2021-04-25 22:23:12,18.1,0 days 00:05:29
663091,2021-04-25 22:28:12,18.2,0 days 00:05:00
663100,2021-04-25 22:33:13,17.9,0 days 00:05:01
663107,2021-04-25 22:38:13,17.7,0 days 00:05:00
663115,2021-04-25 22:43:42,17.3,0 days 00:05:29
663122,2021-04-25 22:48:43,16.9,0 days 00:05:01
663131,2021-04-25 22:53:43,17,0 days 00:05:00
663138,2021-04-25 22:58:43,16.9,0 days 00:05:00
663147,2021-04-25 23:03:43,16.5,0 days 00:05:00
663156,2021-04-25 23:09:13,16.1,0 days 00:05:30
663164,2021-04-25 23:14:13,16.2,0 days 00:05:00
663171,2021-04-25 23:19:42,15.9,0 days 00:05:29
663177,2021-04-25 23:25:13,15.6,0 days 00:05:31
663184,2021-04-25 23:30:13,15.6,0 days 00:05:00
663193,2021-04-25 23:35:13,15.2,0 days 00:05:00
663202,2021-04-25 23:40:13,15.2,0 days 00:05:00
663210,2021-04-25 23:45:13,14.7,0 days 00:05:00
663218,2021-04-25 23:50:43,14.8,0 days 00:05:30
663227,2021-04-25 23:55:43,14.5,0 days 00:05:00
663235,2021-04-26 00:00:43,14.1,0 days 00:05:00
663244,2021-04-26 00:06:13,14,0 days 00:05:30
663254,2021-04-26 00:11:13,13.9,0 days 00:05:00
663263,2021-04-26 00:16:13,13.6,0 days 00:05:00
663269,2021-04-26 00:21:43,13.6,0 days 00:05:30
663278,2021-04-26 00:26:43,13.4,0 days 00:05:00
663287,2021-04-26 00:32:13,12.8,0 days 00:05:30
663293,2021-04-26 00:37:42,12.5,0 days 00:05:29
663300,2021-04-26 00:43:42,12.6,0 days 00:06:00
663307,2021-04-26 00:48:42,12.5,0 days 00:05:00
663315,2021-04-26 00:53:43,12,0 days 00:05:01
663322,2021-04-26 00:58:43,12.3,0 days 00:05:00
663331,2021-04-26 01:03:43,12,0 days 00:05:00
663339,2021-04-26 01:09:43,12.6,0 days 00:06:00
663348,2021-04-26 01:14:43,13.6,0 days 00:05:00
663358,2021-04-26 01:19:43,14.3,0 days 00:05:00
663367,2021-04-26 01:25:13,14.2,0 days 00:05:30
663376,2021-04-26 01:30:13,14,0 days 00:05:00
